conceptUri,reuseLevel,preferredLabel,altLabels
http://data.europa.eu/esco/skill/5e9de344-2bea-40dc-8410-f940121330e4,cross-sector,maintain relationships with government agencies,"characteristics of kilns
kiln characteristics
operation of kilns
kiln types
kiln typology
typology of kilns
types of kiln"
http://data.europa.eu/esco/skill/5e9e6dea-23d9-46ba-b8ea-749319b48994,transversal,chair a meeting,"offer court interpreting services
court interpreting
deliver court interpreting services
interpreting in court
provide court interpreting services"
http://data.europa.eu/esco/skill/5eafee30-f3b6-4cd6-baf8-517bb2f3d625,cross-sector,agronomical production principles,"create digital images
create digital image
come up with digital images
make digital images
develop digital images
creating digital images
design digital images"
http://data.europa.eu/esco/skill/5ec5c4f7-1b6d-4642-8470-567e666952a8,cross-sector,write Galician,"comprehend written Gujarati
understand written Gujarati
understand Gujarati writing
make sense of written Gujarati
interpret written Gujarati
read Gujarati
understanding written Gujarati"
http://data.europa.eu/esco/skill/5ed83764-c32f-402d-b5b3-168cddfbe4c5,cross-sector,pyrotechnic articles legislation,"identify a hazard in the workplace
identify hazards in the workplace
classify hazards in the workplace
find hazards in the workplace
diagnose hazards in the workplace"
http://data.europa.eu/esco/skill/5edaf4c4-6747-4eb8-b898-72dd2351dca8,cross-sector,control production flow remotely,"compose meeting reports
compose meeting notes
record meeting reports
write meeting reports
draft meeting reports
create meeting notes
draft meeting notes
create meeting reports
record meeting notes"
http://data.europa.eu/esco/skill/5ef7eaab-a17d-479e-860f-04d00e1540e8,cross-sector,communicate with local residents,"setting equipment controls
adjusting equipment controls
adjust equipment controls
setting of equipment controls
equipment control adjustment
equipment control setting
adjustment of equipment controls
equipment controls setting
adjusting of equipment controls
set equipment controls"
http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6,cross-sector,apply for research funding,"writing Telugu
correspond in written Telugu
write Telugu
show competency in written Telugu"
http://data.europa.eu/esco/skill/5f00bf83-f776-4488-b312-6725f8b6783a,cross-sector,conduct public surveys,develop digital content
http://data.europa.eu/esco/skill/5f146b0d-2f3d-45af-b1cf-c864ccc5d64d,transversal,apply spraying techniques,"aid dispute resolution
expedite official agreement
expedite dispute resolution
promote dispute resolution
aid official agreement
facilitate official agreement
promote official agreement"
http://data.europa.eu/esco/skill/5f1d1319-7954-4a9b-90c7-57668e3a0d4b,cross-sector,interpret financial statements,"use free typing
using free typing techniques
employ free typing techniques
use free typing technique
use free typing techniques
utilize free typing techniques"
http://data.europa.eu/esco/skill/5f1e9642-588c-4882-8c90-20c33cc78bc1,cross-sector,understand spoken Italian,"infant care
baby care
infants care
newborn care
newborn infants health care"
http://data.europa.eu/esco/skill/5f1ebff6-98ec-411f-a1d4-0bf04bd03bdf,cross-sector,check accounting records,"laboratory method in biomedical sciences
laboratory methods of biomedical science
laboratory methods in biomedical sciences
characteristics of laboratory techniques in biomedical sciences
types and procedures of laboratory techniques in biomedical sciences"
http://data.europa.eu/esco/skill/5f1f365c-ad8c-4291-9ba5-79e2132a334d,cross-sector,fuel cell types,"conduct educational testing
performing educational testing
practice educational testing
carry out educational testing
perform educational testing
performs educational testing
implement educational testing"
http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf,cross-sector,negotiate terms with suppliers,"filling up molds
adding of ingredients to moulds
add ingredients to moulds
filling moulds
add ingredients to molds
mould filling up
fill molds
mold filling up
adding of ingredients to molds
filling up moulds
adding ingredients to moulds
mould filling
fill up moulds
mold filling
adding ingredients to molds
filling molds
fill up molds"
http://data.europa.eu/esco/skill/5f3025b4-d007-465b-a9a8-26635a5cbc78,cross-sector,oversee the design of touristic publications,"gather feedback from employees
draw feedback from staff
obtain feedback from employees
collect feedback from employees
receive feedback from staff
draw feedback from employees
obtain feedback from staff
collect feedback from staff
receive feedback from employees"
http://data.europa.eu/esco/skill/5f302d63-048e-451c-b150-97c124a5a26b,cross-sector,analyse economic trends,"metal processing automation
metal processing mechanisation
metal forming mechanisation
metal forming automation
metal forming machinery
metal forming technologies
metal processing machinery
high tech metal forming
high tech metal processing"
http://data.europa.eu/esco/skill/5f343989-4871-419a-9dca-52fc653dc54e,cross-sector,plan social service process,"oversee  humanitarian aid missions
oversee philanthropic aid missions
regulate  humanitarian aid missions
regulate philanthropic aid missions
organise philanthropic aid missions
organise humanitarian aid missions
arrange philanthropic aid missions
arrange humanitarian aid missions
coordinate humanitarian aid missions"
http://data.europa.eu/esco/skill/5f55caf6-a0d6-49db-aa47-dfc74c8b25a1,cross-sector,replace sawing blade on machine,"carry out fire safety inspections
perform fire prevention inspections
conduct fire safety inspections
undertake fire safety inspections
facilitate fire prevention inspections
perform fire safety inspections
carry out fire prevention inspections
facilitate fire safety inspections
undertake fire prevention inspections"
http://data.europa.eu/esco/skill/5f5a572c-bcd5-44ae-9ecf-b94915d80faf,cross-sector,kiln types,"control meteorological instruments
operate meteorological instruments
operate meteorological instrument
operating meteorological instruments
use meteorological instruments
operating meteorological instrument
run meteorological instruments
employ meteorological instruments"
http://data.europa.eu/esco/skill/5f5c4314-deae-4e5d-a378-32f55682735e,transversal,court interpreting,"utilise air force procedures
administer air force processes and procedures
apply air force procedures
implement air force procedures
implement air force processes and procedures
administer air force procedures
utilise air force processes and procedures"
http://data.europa.eu/esco/skill/5f782745-6382-4873-b415-8fb91c705b03,cross-sector,create digital images,"adult learning
adult apprenticeships
adult pedagogy
adult trainings
adult education
grown-up learning
adult students education
adult teaching
adult training
adult students learning
adult apprenticeship"
http://data.europa.eu/esco/skill/5f81f163-7c84-4254-962f-69257cfa9ef5,cross-sector,understand written Gujarati,"paper production process
paper production processes
paper production approach
paper production technique
paper producing process
paper production method
paper production procedure"
http://data.europa.eu/esco/skill/5f97fac8-2001-4b81-ae8b-22f9062d921a,cross-sector,identify hazards in the workplace,"address audiences
present ideas
addressing an audience
speak to an audience
address an audience
give a talk to an audience
lecture
give a lecture to an audience
deliver a speech"
http://data.europa.eu/esco/skill/5fa6cd2f-9bab-4afa-a184-2d2f1401b770,transversal,write meeting reports,bio-based economy
http://data.europa.eu/esco/skill/5fc0d7d8-bb81-4c1e-b420-e0f1ef8c2743,cross-sector,set equipment controls,"carry out environmental audits
oversee environmental audits
make environmental audits
carry out an environmental audit
undertake environmental audits
carrying out environmental audits
complete environmental audits"
http://data.europa.eu/esco/skill/5fd4e27b-49de-4609-ae44-91e47ee3d168,cross-sector,write Telugu,"advocate for health
provide health education
provide a health education
promote health education
promote health
educate on healthy living"
http://data.europa.eu/esco/skill/5fd5c985-eaaa-47aa-8314-62359c54505a,cross-sector,develop digital content,"telecommunication industries
telecommunication business
telecommunication trader
telecommunication corporation
telecommunication industry
telecommunications industry
telecommunication manufacture"
http://data.europa.eu/esco/skill/5fe2e5e7-b8a2-4072-b527-f82f3169d989,cross-sector,facilitate official agreement,"comprehend spoken Azerbaijani Turkish
comprehend spoken Azeri Turkish
make sense of spoken Azerbaijani
comprehend spoken Azerbaijani
understand Azerbaijani speech
comprehend spoken Azeri
understand spoken Azerbaijani
interpret spoken Azerbaijani
listen to Azerbaijani
understanding spoken Azerbaijani"
http://data.europa.eu/esco/skill/5fed696b-77d6-46e1-aa57-e520928a9837,cross-sector,use free typing techniques,"study of pharmacology
science of pharmacology
study of drug action
pharmacology"
http://data.europa.eu/esco/skill/5ff6f551-f2a4-4cef-a72d-e81116155a43,cross-sector,newborn care,"work in teams
work in groups
working in teams
support colleagues
work in squads
handle team dynamics
foster social networks
cooperate with colleagues
team-working
cooperate
collaborate on tasks"
http://data.europa.eu/esco/skill/604671e1-89a6-42a0-a3a2-075e52899131,cross-sector,laboratory methods in biomedical sciences,"ensure health and safety in manufacturing
maintain safety of manufacturing personnel
ensuring safety of manufacturing personnel
ensuring manufacturing health and safety
ensure safety of manufacturing personnel
ensuring health and safety in manufacturing
ensuring of health and safety in manufacturing
ensure manufacturing health and safety
maintaining safety of manufacturing personnel"
http://data.europa.eu/esco/skill/604e5cd2-559a-4d49-a1a2-e43b2b472fee,cross-sector,perform educational testing,"dismantle electronic equipment
de-rig electronic equipment
disconnect electronic equipment
de-rigging electronic equipment
disassemble electronic equipment"
http://data.europa.eu/esco/skill/604ed07c-8164-4092-bc83-3468824fde85,cross-sector,fill moulds,"make sure gas cylinders are compliant with safety regulations
handle gas cylinders
handle cylinders of gas
store and change gas cylinders"
http://data.europa.eu/esco/skill/6053cf28-2f42-44bb-8d27-a43920128b30,cross-sector,gather feedback from employees,"direct site maintenance
manage site maintenance
oversee site maintenance
supervise sites maintenance
organise site maintenance
supervising site maintenance
supervise site maintenance"
http://data.europa.eu/esco/skill/6055f185-3214-491e-975a-cfcc1756fe1d,cross-sector,metal forming technologies,"draw up financial statements
prepare financial statement
formulate financial statements
get financial statements ready
prepare statements on finances
preparing financial statements
prepare financial statements"
http://data.europa.eu/esco/skill/60571d44-dfd4-4d57-bab2-e8598cc825e5,cross-sector,coordinate humanitarian aid missions,advise on green offshore energy
http://data.europa.eu/esco/skill/6074be26-466d-4df7-b845-4c44157a2529,cross-sector,conduct fire safety inspections,"backup digital data and systems
back up data
cache digital data and systems
archive digital data and systems
restore data
use data and systems archiving procedures
use data and systems archiving tools
store systems and digital data
store digital data and system
storing digital data and systems
store digital data and systems"
http://data.europa.eu/esco/skill/607e4018-3144-43c3-832a-6da339f1d1ef,cross-sector,operate meteorological instruments,"wear appropriate protective gear
clothe in appropriate protective gear
put on appropriate protective gear
turn out in appropriate protective gear
turn out in necessary safety clothing
don necessary safety clothing
clothe in necessary safety clothing
don appropriate protective gear
put on necessary safety clothing"
http://data.europa.eu/esco/skill/607f81ad-93c3-4c62-aa8b-0f8756d90a04,cross-sector,apply air force procedures,"fire safety controls
fire prevention controls
fire prevention procedures
fire prevention arrangements
fire safety procedures
fire safety arrangements
fire safety regulations"
http://data.europa.eu/esco/skill/60856bbb-e5db-4398-babb-300a24a7fe97,transversal,adult education,"order troop deployment and orders
order battle commands
provide battle commands
issue battle commands
issue troop deployment and orders
provide troop deployment and orders
give battle commands"
http://data.europa.eu/esco/skill/608a5d9d-0007-4797-bd51-361e3aa51a48,cross-sector,paper production processes,"developing radiation protection strategies
writing radiation protection strategies
develop radiation protection strategies
radiation protection strategies writing
radiation protection strategies developing"
http://data.europa.eu/esco/skill/609a8ac1-9d29-4237-9886-596dbbe7ca8a,cross-sector,address an audience,"ensure transport unit compliance with safety regulations
review dangerous goods transport unit
examine dangerous good transport unit
perform safety check on dangerous goods transport unit
ensure dangerous goods transport unit complies with safety regulations
inspect dangerous goods transport unit
check cargo transport unit
check dangerous goods transport unit
ensure compliance with safety regulations"
http://data.europa.eu/esco/skill/609d6bb4-db16-4578-87fc-57b11a701cc2,cross-sector,bioeconomy,"conceptualize ideas together
brainstorm ideas
brainstorming ideas
brainstorm
brainstorm idea
share ideas"
http://data.europa.eu/esco/skill/60ab2bf7-c812-4a88-86c0-7c81a9b2f77c,cross-sector,carry out environmental audits,"comprehend spoken Armenian
make sense of spoken Armenian
understand Armenian speech
listen to Armenian
interpret spoken Armenian
understanding spoken Armenian
understand spoken Armenian"
http://data.europa.eu/esco/skill/60b2dd49-c677-4f47-816e-aff3b577e113,transversal,provide health education,"construction laws
construction codes
building rules
construction rules
building regulations
building laws
building standards
construction standards
construction regulations
building codes"
http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d,cross-sector,telecommunication industry,"collaborate with rail experts
cooperate and collaborate with railroad experts
liaise with railway experts
communicate with railway experts
communicate with rail experts
communicate with railroad experts
cooperate and collaborate with railway experts
collaborate with railway experts
cooperate and collaborate with rail experts
liaise with railroad experts
liaise with rail experts"
http://data.europa.eu/esco/skill/60bb7483-e0a1-4016-a6f3-6b95261ab615,transversal,understand spoken Azerbaijani,"interacting verbally in Marathi
verbally interact in Marathi
speak Marathi
be fluent in Marathi
communicate verbally in Marathi
interact verbally in Marathi"
http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea,cross-sector,pharmacology,"ensuring compliance with construction project deadline
ensure construction project deadline compliance
project management in construction
ensure compliance with construction project deadlines
management of construction projects
ensure compliance with construction project deadline
construction project management"
http://data.europa.eu/esco/skill/60c78287-22eb-4103-9c8c-28deaa460da0,cross-sector,work in teams,"identify suspicious behavior
spot suspicious behaviour
spot suspect behaviour
identify behaviour which is suspicious
identify distrustful behaviour
identify suspect behaviour
spot distrustful behaviour"
http://data.europa.eu/esco/skill/60ccdd6a-c100-43cf-9797-543a5c42b922,cross-sector,ensure health and safety in manufacturing,"advise on equipment maintenance
giving equipment maintenance advice
advising about equipment maintenance
give equipment maintenance advice
equipment maintenance advice giving
advising on equipment maintenance
equipment maintenance advising"
http://data.europa.eu/esco/skill/60d97332-5284-47f9-a5ff-5e73c10806a0,cross-sector,de-rig electronic equipment,"biotechnology
bio-tech
bio-science
science of bio-science
bio-technology
science of bio-technology
field of biotechnology
field of bio-technology
field of bioscience
field of bio-science
science of bioscience
science of biotechnology"
http://data.europa.eu/esco/skill/60e7f136-49eb-4496-a54f-410a6e564de6,cross-sector,handle gas cylinders,"correspond in written Latvian
writing Latvian
show competency in written Latvian
write Latvian"
http://data.europa.eu/esco/skill/60ee2021-7d84-41b9-8285-6bff269eed78,cross-sector,supervise site maintenance,"repair and maintain machinery
oversee machinery
maintain machine
manage machinery
maintain machinery
administer machinery
maintaining machinery
adjust machinery
maintain a machine"
http://data.europa.eu/esco/skill/60f51172-37c0-4933-a27a-cbf55dcd7580,cross-sector,prepare financial statements,"write Slovenian
correspond in written Slovenian
show competency in written Slovenian
writing Slovenian
write Slovene"
http://data.europa.eu/esco/skill/610ccf09-e9f2-4268-bb93-442dde5bf26e,cross-sector,advise on offshore renewable energies subjects,"identify transport costs and mitigation methods
analyze  transportation costs
identify and assess the costs transportation
perform analysis of the costs of transportation
evaluate transport costs
assess transport costs
assess transportation costs
analyse transport costs
evaluate transportation costs
identify methods of mitigating transport costs
conduct analysis of the costs of transportation
identify methods of mitigating transportation costs"
http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,cross-sector,store digital data and systems,"school psychology
educational psychology"
http://data.europa.eu/esco/skill/6122d586-5978-431f-8e7a-96e61fc1f3fc,cross-sector,wear appropriate protective gear,"assist nursing staff
assist nurses, help nurses
support a nurse
support nurses
support nursing staff
help nursing staff"
http://data.europa.eu/esco/skill/61268e22-9367-4c3b-91d9-b651e4c142e2,cross-sector,fire safety regulations,"meet deadlines for preparing legal case
meet deadlines for preparing legal cases
meet legal case preparation deadlines
meet deadline for preparing legal cases
complete legal case preparation within time limits
meeting deadlines for preparing legal cases
anticipate deadlines for preparing legal cases"
http://data.europa.eu/esco/skill/613a3233-31e5-4c9e-842f-92e2a6b5d7a1,cross-sector,give battle commands,"breathing methods
breathing practices
breathing procedures
breathing technique
breathing techniques"
http://data.europa.eu/esco/skill/613ec980-2d4c-4f56-a58b-28a343205d7b,cross-sector,develop radiation protection strategies,"oversee chemical processes inspection
chemical processes inspection managing
manage chemical processes inspection
chemical processes inspection overseeing
overseeing chemical processes inspection
managing chemical processes inspection"
http://data.europa.eu/esco/skill/61484ab7-e5da-4fc1-82bd-72c3fa6ffab3,transversal,check dangerous goods transport unit,"support with self management
provide self management support
supply help on self management
N127provide help on self management
provide self management assistence
accord self management support
supply self management support
provide support on self management
offer support on self management
accord help on self management
support self management
help with self management
assist with self management"
http://data.europa.eu/esco/skill/614c627b-2ec9-4a0d-811e-de14be4362f2,cross-sector,brainstorm ideas,"drive customers' cars and manoeuvre into a parking lot
provide valet parking
park guest's vehicle
park guests' vehicles
park  vehicle of guests"
http://data.europa.eu/esco/skill/614dcf69-dc56-4cab-bcb1-5bed1b389516,cross-sector,understand spoken Armenian,"relevance of ecological principles
principles of natural resource management
ecological principles
interactions among organisms and their environment
range of ecological principles
principles of ecology
scope of ecological principles
principles of interactions among organisms and their environment
application of ecological principles"
http://data.europa.eu/esco/skill/615cfc39-797f-4229-8e92-159fcf8f3030,transversal,building codes,"classify criminal acts
criminal act review
review criminal acts
evaluate criminal acts
reviewing criminal act
assess criminal acts"
http://data.europa.eu/esco/skill/6172948e-5d52-4f94-a617-278a9013a8ae,cross-sector,liaise with rail experts,"handle stock of linen
handle goods in stock
manage laundry items
handle stocked linen
handle linen in stock"
http://data.europa.eu/esco/skill/61809be5-6787-46f0-9583-ac3287e17bd6,cross-sector,interact verbally in Marathi,"employ textile finishing machinery
employ textile finishing machines
employ textile finishing machine technologies
use finishing machine technologies
use textile coating and laminating technologies
use textile finishing technologies
use textile finishing machine technologies
use textile finishing machinery"
http://data.europa.eu/esco/skill/6181f475-110c-497c-a46d-ed2e14e7bc90,cross-sector,ensure compliance with construction project deadline,"paperless data processing
electronic data processing
processing of data digitally
data processing
digital data processing"
http://data.europa.eu/esco/skill/61a3f3ea-d34c-478d-9b41-c8adb09e6631,cross-sector,identify suspicious behaviour,"history of philosophy
philosophical history
the study of the history of philosophy
philosophy history
history of philosophy studies"
http://data.europa.eu/esco/skill/61a9e90d-9013-4323-b114-fb4bc7e6729e,transversal,advise on equipment maintenance,"a food colorant
food additives
food colorants
food colourings
food colorant
food components
colorants in food"
http://data.europa.eu/esco/skill/61bef658-d7f9-4759-b1b0-0f9cb3bc581a,cross-sector,biotechnology,"market entry plans
market entry tactics
market entrance strategies
market entry strategies
market entry strategy"
http://data.europa.eu/esco/skill/61c14f06-9edf-44c3-96af-dcecda598853,cross-sector,write Latvian,"cooperate with prop makers
collaborate with prop makers
work with prop makers
work with prop maker
co-operate with prop makers
working with prop makers"
http://data.europa.eu/esco/skill/61d9ad65-6a78-4c72-9824-aeca20d9a102,transversal,maintain machinery,"monitor conveyor belt
oversee production line
oversee conveyor belt
watch over conveyor belt
supervise conveyor belt
supervise production line
guard production line
watch over production line
guard conveyor belt"
http://data.europa.eu/esco/skill/61ddacb8-c89f-48c2-afe8-9e1b14c0c8fb,cross-sector,business incubation,"analyse a product's stress resistance
explore stress resistance of products, investigate stress resistance of products, assess stress resistance of products, evaluate stress resistance of products
analyze  stress resistance of products
calculate stress resistance of products
study stress resistance of products
conduct analyses of stress resistance of products
observe stress resistance of products"
http://data.europa.eu/esco/skill/61ea50d7-db19-4160-8da4-1d7bec68bec3,cross-sector,write Slovenian,"go to performances
attend performances
participate in performances
attend performance
attending performances
see performances"
http://data.europa.eu/esco/skill/620b7a6a-2231-4fea-b175-fd7ff16cce0a,cross-sector,analyse transportation costs,"administer petty cash
handle petty cash
complete transactions using petty cash
manage petty cash
deal with petty cash
deal with office fund
oversee petty cash
utilise petty cash
manage office fund"
http://data.europa.eu/esco/skill/621391ab-1187-4705-a0cb-a7b1a6d2b664,cross-sector,school psychology,"oversee warehouse organisation
ensure warehouse is organised in an efficient and safe manner
control warehouse organisation
ensure warehouse is organised efficiently and safely
supervise warehouse organisation
administer warehouse organisation
supervise organisation of warehouse
ensure warehouse is organised in a safe and efficient manner
manage warehouse organization
organize warehouse efficiently and safely
manage organisation of warehouse"
http://data.europa.eu/esco/skill/62268d9a-42f9-4c65-9ed3-d7ba69249896,cross-sector,support nurses,"prevent damage to utility infrastructure
avoidance of damage to utility infrastructure
preventing damage to utility infrastructure
avoiding damage to utility infrastructure
prevention of damage to utility infrastructure
damage avoidance for utility infrastructure
avoid damage to utility infrastructure
damage prevention for utility infrastructure"
http://data.europa.eu/esco/skill/623c75fa-f9f8-460c-b199-e17480687139,cross-sector,meet deadlines for preparing legal cases,"music notation
music theory
musical notation
musical notations
musical rudiments"
http://data.europa.eu/esco/skill/6246dda7-e075-448f-b11a-8274923042d5,cross-sector,breathing techniques,"analysis of businesses
business analyses
business analysis
company analysis
enterprise analysis"
http://data.europa.eu/esco/skill/624b124f-6d1d-4d50-b775-f7c81c4f0cb5,cross-sector,manage chemical processes inspection,"listen to Catalan
understanding spoken Catalan
understand spoken Catalan
understand spoken Valencian
listen to Valencian
comprehend spoken Catalan
understand Catalan speech
interpret spoken Catalan
make sense of spoken Catalan"
http://data.europa.eu/esco/skill/624d9fff-370d-4001-9481-9c86129fd84f,cross-sector,provide self management support,"older adults' needs
older adult's needs
elderly people's needs
needs of elderly patients"
http://data.europa.eu/esco/skill/624fc483-e30e-4d05-b809-a63acbd2a980,cross-sector,park guest's vehicle,"safety regulations concerning electrical power
safety measures concerning electrical power
electrical safety regulations
safety regulations about electrical power
safety measures regarding electrical power
electrical safety measures
safety regulations regarding electrical power
electrical power safety regulations
safety measures about electrical power"
http://data.europa.eu/esco/skill/62685d7a-a8be-4070-89e9-8699ad1201b6,cross-sector,ecological principles,"build jewellery parts
assemble parts of jewellery
produce jewellery parts
construct jewellery parts
assembling jewellery parts
assemble jewelry  parts
put together jewellery parts"
http://data.europa.eu/esco/skill/62736ac3-37f1-428a-8a14-1788f106a3fc,cross-sector,review criminal acts,proofread text
http://data.europa.eu/esco/skill/627d72bd-8e1e-4382-8ec1-224044687d22,cross-sector,handle linen in stock,"inspiring enthusiasm for nature
engender enthusiasm for nature
awaken enthusiasm for nature
inspires enthusiasm for nature
inspire enthusiasm for nature"
http://data.europa.eu/esco/skill/62879c0f-03aa-478b-ba35-c0180f86b083,cross-sector,use textile finishing machine technologies,"organize event participants' registration
organise the registration of participants of event
organise participants' registration at events
coordinate participants' registration at events
coordinate an events' registration process"
http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a,cross-sector,digital data processing,"instruct students
tutoring students
help students
tutor students
coach students
tutors students"
http://data.europa.eu/esco/skill/6296fbef-cdfd-486e-8bab-22fc60ec3cd9,cross-sector,history of philosophy,"negotiate with property owners
negotiate with landowners
negotiate with landlords
negotiate with proprietors"
http://data.europa.eu/esco/skill/62beef03-436f-4131-b3c0-6abb22f14310,cross-sector,food colorants,"virological diseases
virology
study of viruses
virological studies
science of viruses
viral diseases"
http://data.europa.eu/esco/skill/62bf2e21-2613-47f1-a624-fe0fc925e671,cross-sector,market entry strategies,use ICT ticketing system
http://data.europa.eu/esco/skill/62cfb721-dd58-44d3-894f-512721d3d2c4,cross-sector,work with prop makers,"support social change
encourge social change
promote social change
promote changes in relationships
promote social changes"
http://data.europa.eu/esco/skill/62d34066-f07a-4437-914b-0548ba8bbe59,cross-sector,monitor conveyor belt,"project portfolio organization and development
portfolio management in textile and clothing
project portfolio organization and development in textile manufacturing
project portfolio organisation and development
project portfolio management
project portfolio management in textile manufacturing
portfolio management in textile manufacturing
project portfolio organisation and development in textile manufacturing"
http://data.europa.eu/esco/skill/632843be-2872-47b4-a92e-352629f9bd88,cross-sector,analyse stress resistance of products,"evaluating advertising campaign
review advertising campaign
evaluate advertising campaigns
evaluate advertising campaign
evaluate ad campaign
assess advertising campaign"
http://data.europa.eu/esco/skill/632c5c43-4b9b-49b9-aced-0e6f2fd34af1,cross-sector,attend performances,"PLC technology
computer control system
technology of PLCs
logic controller that is programmable
programmable logic controller
PLC"
http://data.europa.eu/esco/skill/63321ecf-4fc6-44d9-88f1-5373a4f3038a,cross-sector,handle petty cash,"respect human rights, privacy and confidentiality
advocate for human rights
promote human right laws
promote human rights"
http://data.europa.eu/esco/skill/63359272-1303-41d5-a437-f4522f5abcc2,cross-sector,manage warehouse organisation,manage disaster recovery plans
http://data.europa.eu/esco/skill/63395522-32f0-46c4-851d-69c2d3800a8a,transversal,prevent damage to utility infrastructure,"manage records of financial transactions
preserve records of financial transactions
sustain records of financial transactions
control records of financial transactions
maintain a record of financial transactions
maintaining records of financial transactions
maintaining a record of financial transactions
maintain records of financial transactions"
http://data.europa.eu/esco/skill/6339a2d3-0c34-4156-b202-5929764fb720,cross-sector,musical notation,"provide vessel machinery systems support
support vessel machinery activities in maritime operations
provide support in ship machinery systems
conduct actions to support vessel machinery operations
provide assistance in vessel machinery
preform actions to support vessel machinery operations
provide support in vessel machinery systems
provide vessel machinery systems assistance
use knowledge of vessel machinery to support maritime operations
provide support in maritime machinery systems"
http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6,cross-sector,business analysis,"plan routine maintenance activities
plan maintenance activities
plan activities of maintenance
planning maintenance activities
organise maintenance tasks"
http://data.europa.eu/esco/skill/633b72c4-1da1-45ae-b989-4d1a5bcab1a7,cross-sector,understand spoken Catalan,"advise on potential safety hazard concerning heating systems
advise on potential heating systems safety hazards
give advice on potential safety hazards concerning heating systems
advise on potential safety risks concerning heating systems
advise on potential safety hazards concerning heating systems
give recommendations on potential safety hazards concerning heating systems
offer suggestions on potential safety hazards concerning heating systems
advise on potential safety dangers concerning heating systems
advise on potential safety hazards concerning heating system
advising on potential safety hazards concerning heating systems"
http://data.europa.eu/esco/skill/634865e0-2ec2-4b7f-bb7f-c196637f0f7b,cross-sector,older adults' needs,"prepare youth for becoming adults
prepare youths for adulthood
get youth ready for adulthood
prime youth for adulthood
prepare youth to become adults"
http://data.europa.eu/esco/skill/6360d655-3494-45f6-bfc6-d5f63afc355b,cross-sector,electrical power safety regulations,"study court hearing
read court hearings
studying court hearings
study court hearings
understand court hearings"
http://data.europa.eu/esco/skill/6377cf07-2b3c-432f-9ba5-0db9698b5fa2,cross-sector,assemble jewellery parts,"inform customers of activity changes and cancellations
communicate flight schedule deviations
inform customers with changes in activity
inform customers of changes in activities
inform customers of activity changes"
http://data.europa.eu/esco/skill/637ca2e2-0624-48b1-be6e-9ff4580344ac,cross-sector,proofread text,"utilise social media marketing
administer social media marketing
social media marketing application
implement social media marketing
apply social media marketing
employ social media marketing
application of social media marketing
applying social media marketing"
http://data.europa.eu/esco/skill/6385444a-2e10-41c9-9a65-88455655543d,cross-sector,inspire enthusiasm for nature,"repairing furniture frames
fix furniture frames
repair furniture frames
overhaul furniture frames
repair a furniture frame
adjust furniture frames
mend furniture frames"
http://data.europa.eu/esco/skill/63963d06-b53d-402e-b462-88a3ff7a1778,cross-sector,organise event participants' registration,"ability to comprehend spoken and written Telugu and to speak and write in Telugu
Telugu
competent in Telugu"
http://data.europa.eu/esco/skill/63b9a087-a5db-424e-96ef-3212c8b5311e,cross-sector,tutor students,"listen to English
understanding spoken English
comprehend spoken English
understand English speech
make sense of spoken English
understand spoken English
interpret spoken English"
http://data.europa.eu/esco/skill/63cfa540-d7fa-4756-9fad-1b340344655b,cross-sector,negotiate with property owners,"read technical datasheets
reading technical datasheet
examine technical datasheet
read technical dossier
read technical data sheet
read technical datasheet
study technical datasheet"
http://data.europa.eu/esco/skill/641bc86f-42ca-44e9-af8b-4f9e1f284e41,cross-sector,virology,"evaluate client's progress
evaluating  evaluate clients' progress
assess clients' progress
evaluate clients' advancement
evaluate clients' progress
assess clients' advancement"
http://data.europa.eu/esco/skill/6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,cross-sector,use ICT ticketing system,"maintaining operational standards
maintain standards of operation
keep operational standards high
sustain operational standards
keep up operational standards
maintain operational standards"
http://data.europa.eu/esco/skill/644209ac-8452-4e81-959a-2b10050023cc,cross-sector,promote social change,"manipulate glass
use glass
shape glass
manipulate glasses
mould  glass
manipulating glass
utilise glass"
http://data.europa.eu/esco/skill/644d9c5d-9e19-4a3b-b144-8d27f7ad292d,cross-sector,portfolio management in textile manufacturing,"communicate technicalities with clients
discuss  technicalities with clients
communicate technicalities with a client
make suggestions  technicalities with clients
make contact  technicalities with clients
speak about  technicalities with clients"
http://data.europa.eu/esco/skill/6457122e-5eed-4817-9f67-c3edb607fef6,cross-sector,evaluate advertising campaign,"calibrate precision instrument
precision instruments examining
precision instrument calibrating
examining precision instruments
precision instruments calibrating
examine precision instruments
precision instrument inspecting
inspecting precision instruments
inspect precision instruments
precision instruments inspecting
calibrating precision instruments
precision instrument examining"
